thread_id,message_text,true_intent,predicted_intent,intent_mismatch,should_escalate,predicted_escalate,escalation_mismatch,escalation_error_type,classifier_confidence,predicted_reason,drafted_reply,retrieved_thread_ids
thread_454650,"@115873 @21052 @Uber_Support Dear Team UBER,

I want to discuss few things about UBER TFL licence issue, I have small Idea to solve it, may be it works.
can I have contact detail for it,
Please Advise
Thank you
Komal S, __email__
+447534288877",,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"Dear Komal S,

Thank you for reaching out to us about the UBER TFL licence issue. We appreciate your enthusiasm in finding a solution.

Our support team is here to help, and we'll do our best to assist you. However, we need to review the issue further to provide a suitable response.

Could you please provide us with more details about the issue, such as the specific licence number or any relevant screenshots? This will help our team to better understand the situation and provide a more accurate solution.

If you have any questions or concerns in the meantime, you can reach out to us through our in-app support system. We'll be happy to connect with you there.

Thank you for your patience, and we look forward to reviewing your issue soon.

Best regards,
Uber Support",thread_472511;thread_2647429;thread_1833563
thread_1362014,@Uber_Support That's what you guys said 2 years ago but yet here we are. Lol it's all good https://t.co/EAONOPdNU9,,Promotions & Discounts,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,We apologize for the frustration with our support responses. We've reviewed our previous interactions and noticed a pattern of directing customers to DMs instead of the help section. We'll make sure to improve our support channels to better assist you. Can you please send us a note at https://t.co/s5TBurldcq so our team can connect and address your urgent matter?,thread_2704295;thread_2405356;thread_1109256
thread_1965700,@Uber_Support I am signed and and do not see a way to get in contact with your team please advise,App & Technical Issue,Account & Login,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"@Uber_Support We're here to help! To get in touch with our team, simply send us a note via https://t.co/mSBDsMUeID so we can assist with your concern.",thread_1314700;thread_2539700;thread_123136
thread_55980,"@115873 getting an addison lee home, I hope lyft moves here soon so I can watch your company struggle",,Promotions & Discounts,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We're sorry to hear you're experiencing issues with your Addison Lee ride. To help, please send us a note here: https://t.co/1xM0TILvAI so we can connect and assist you further.",thread_765502;thread_2262011;thread_482440
thread_2642829,@Uber_Support @745740 Their customer service is so horrible and punitive! I always feel like a naughty child.,,Account & Login,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear that you're feeling frustrated with your experience. We can definitely take a closer look. Please send us a DM with your email address so we can assist further and ensure that your concerns are addressed.""",thread_1217664;thread_241331;thread_1383532
thread_1209936,"cancel the ride. I waited and when he finally cancelled, I was billed for a ride I didn’t embark on. Complained to @115873 &amp; nothing has been",Payment & Charges,Ride & Pickup Issue,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We apologize for the inconvenience you've experienced with your ride cancellation. Our historical records show that we've had similar issues in the past, where customers were charged for rides they didn't take. 

We'd like to help you resolve this issue. Please send us a note via this link so our team can connect and investigate the matter further. We'll do our best to provide a refund or credit for the ride you didn't take.",thread_2905847;thread_986470;thread_2482131
thread_436527,@Uber_Support I have already raised such complaints from your APP but didn't get any reply from you. Now you again want me to do the same?,,Account & Login,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Hello @Uber_Support, I've raised a complaint through the app multiple times, but haven't received a reply yet. I'd appreciate it if you could look into this issue and provide an update on the status of my complaint. I'll be happy to provide more details if needed. If the issue requires further investigation, a support specialist will review my case and get back to me.""",thread_379554;thread_797673;thread_91593
thread_2078219,"@614647 @Uber_Support @2178 I know, right! Thankfully I could get into the app quickly and wipe my info. Bloody Russians!",Account & Login,App & Technical Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"Hi @2178, I'm sorry to hear you had a frustrating experience with the app. Can you please DM us with your email address and a brief description of the issue so our team can look into it?",thread_2186025;thread_583015;thread_2112993
thread_1213584,@Uber_Support I have all ready done all these but your side saying that driver has reached at the pick up point and I am saying no driver Come on location,Ride & Pickup Issue,Ride & Pickup Issue,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""@Uber_Support I'm having a similar issue. I've already sent a message, but your team is saying the driver has reached the pickup point when I'm certain they haven't. I'd like to escalate this further. Can a support specialist review my case?""",thread_2495505;thread_1184138;thread_1296356
thread_2652753,@283220 @Uber_Support @119983 @115873 They are a tech company not a customer service company IT IS THAT SIMPLE!,,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear about the trouble with your Uber experience. Unfortunately, our previous attempts to assist you via DM have not resolved the issue. We understand that our response of directing you to the help section in the app has not been helpful. We will escalate this matter further and review our processes to ensure that our customers receive the support they need. A support specialist will review your case and provide a more detailed response. Please keep an eye out for our follow-up.""",thread_997265;thread_1540089;thread_2170073
thread_707603,"@Uber_Support Dude got 5 stars and a tip. Extremely polite, no ticket from the cops, and I'm home. Thanks for caring, but we're good.",,Ride & Pickup Issue,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We're glad to hear that you had a positive experience with your Uber driver. However, we can't guarantee that a tip jar is against Uber policy for Australians. For more information, you can check our help center at https://t.co/7IcJIo76YC.",thread_1490894;thread_722621;thread_941539
thread_1627649,@Uber_Support Still not connected to my driver.... can you send me a way to contact HIM?,Driver Issue,Driver Issue,False,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi @Uber_Support, I'm having trouble connecting with my driver. Can you DM us your account email so we can assist you with this issue?",thread_2834856;thread_254834;thread_1464872
thread_814953,@Uber_Support Thanks I got update......this is not a issue of GPS. This is clearly issue with Driver as he talked and confirmed to me which seems cheated case. Really disappointed 😔,Driver Issue,Driver Issue,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that you're disappointed with the experience. We'll review the issue with the driver and see what happened. Can you please provide the trip details and the phone number you used to book the ride so we can look into this further? A support specialist will review your case and get back to you as soon as possible.""",thread_2748458;thread_797673;thread_1821916
thread_607442,@Uber_Support It's not really a problem! Was just more of a wish for UberEats to deliver Starbucks for us lazy people who don't want to go out in the cold for a coffee!!,,Promotions & Discounts,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We appreciate your feedback! While we can't guarantee delivery of specific restaurants, we can offer you a variety of options through UberEats. You can browse our available restaurants and menus by visiting our website at https://t.co/P4mEOOIdr4. If you have any questions or need assistance, feel free to DM us and we'll be happy to help.",thread_1726376;thread_2229863;thread_2262044
thread_2408910,"@Uber_Support Also, can't even search the establishment, so it's hard to put an order for a place that doesn't even show up on the app",UberEATS Order Issue,Ride & Pickup Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Thank you for reaching out to us about the issues you're experiencing with the app. We'd be happy to help you find a solution. Can you please send us a DM with more details about the problem you're facing, such as the location you're trying to order from and any error messages you're seeing? Our team will review your issue and get back to you as soon as possible.""",thread_157893;thread_2138143;thread_1344706
thread_1392516,@Uber_Support Wow! Amazing solution 👏🏽 Discontinuing uber should be better option.,,Fare & Pricing Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi @Uber_Support, I appreciate your efforts to address my concerns. However, I'm still experiencing issues with my account. Could you please have a support specialist review my case and provide a more detailed solution?",thread_2493964;thread_1794542;thread_2004635
thread_895037,"@Uber_Support The problem has not been resolved. Support regurgitated a bunch of nothing. The mess was not caused by me or my friend, but still fined 150",Payment & Charges,Fare & Pricing Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that the issue with the fare and pricing hasn't been resolved. I've reviewed the historical threads and found that a member of our team has already reached out to you via in-app/email support with more information. I'd like to escalate this issue to a support specialist who will review the case and provide a more detailed resolution. Please allow a few hours for them to review the issue and get back to you.""",thread_720933;thread_462626;thread_2326239
thread_1475496,"@Uber_Support Haha, I don't blame the guy. An unwelcome fart is an unwelcome fart. As long as my rating doesn't stop me from getting lifts I don't care.",,Driver Issue,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi there, we're sorry to hear about the unpleasant experience with your Uber driver. We understand that a bad odor can be distracting and uncomfortable. Our policy allows for a refund in cases of severe disruptions, such as extreme weather conditions or safety concerns. We'll review your request and get back to you as soon as possible. A support specialist will review your issue and be in touch with a resolution.",thread_1541170;thread_1376498;thread_571291
thread_2547353,@Uber_Support Yes your team has connected me but without resolution. M again telling u the fare which i had paid is too far then the actual price and also your driver took very long route. I told him to change the destination but the fellow gps. From source to destination i had paid 300-350 ag,Fare & Pricing Issue,Fare & Pricing Issue,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Thank you for reaching out to us about the issue with your recent Uber ride. We apologize for the poor service you experienced, including the incorrect fare and long route taken by the driver. We understand that you had confirmed the source and destination, and it's unacceptable that the driver took you to an alternative route. We'll review your case and will be in touch with a resolution as soon as possible. If you haven't already, please reply to this message with more details about your issue, including the fare you paid and the actual route taken, so our team can assist you further.""",thread_30558;thread_2834945;thread_2237904
thread_2586448,@Uber_Support ur driver was extremely rude n unfriendly. I ordered food for kids and asked him to just drop it off to the afterschool front door parking lot but he refused bc he doesnt want to get off the car n walk 5 steps to get there.,UberEATS Order Issue,Driver Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We're sorry to hear that you had a poor experience with your driver. We understand that you ordered food for kids and asked the driver to drop it off at the afterschool front door parking lot, but he refused. We'll review your issue and reach out to you via the link provided in our previous response to assist you further.",thread_1633284;thread_2071675;thread_6986
thread_2806726,"@115873 @Uber_Support @2780 @2006 (in continuation of my previous comment) When I recharged my Paytm wallet after that ride 489 again got deducted this time from my Paytm wallet and when I raised a concern to Uber they said its my fault, my questio  is why should I be paying twice to Uber, it your system fault.",Payment & Charges,Payment & Charges,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"Hi Vinay, 

I understand your concern about the repeated deduction from your Paytm wallet. I'd like to help you resolve this issue. Please send us a note through the in-app help so our team can review and follow up on your report. We'll do our best to investigate and provide a suitable resolution.

A support specialist will review your case and get back to you as soon as possible.",thread_2117983;thread_443166;thread_2194037
thread_718617,"@115873 Uber drivers deny rides to airport in morning if it's a non cash ride causing unnecessary delay which I guess is according to @115873 system. And can't change mode after booking ride. Had to pay cash and on asking refund,Uber bluntly denies as transaction outside Uber system https://t.co/VlREpparx2",Driver Issue,App & Technical Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"Hi @115873, I've reviewed your concern about Uber drivers denying rides to the airport in the morning due to non-cash payments and not being able to change the mode of payment after booking. I found that our system does have a policy in place for this, as seen in our previous response to a similar customer inquiry (https://t.co/paDlcZi0nv). However, I'd like to request a support specialist to review your issue further to see if there's any additional assistance we can provide.",thread_536932;thread_1023943;thread_2882279
thread_2724636,@Uber_Support Dissapointed to see that you do not care about your loyal customers who choose to lose their interests in order to save your money. Nobody from your team bothered to contact me about the bug in your app that i helped fix @115877 .,App & Technical Issue,Promotions & Discounts,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi @Uber_Support, I'm disappointed to see that my concerns about the bug in the app that I helped fix (@115877) haven't been addressed. I've noticed a pattern of lack of response from your team, as seen in my previous messages with @116276, where I expressed frustration with the lack of acknowledgement. I'd appreciate it if a support specialist would review my issue and provide a resolution.",thread_2826008;thread_1603980;thread_1351823
thread_2484347,"@Uber_Support I was on the app immediately at 2pm @115877 but it was slow! Surely you can’t have delivered 36,000 donuts yesterday, with the issue you had? Convenient? Store closed at about 1430hrs and wasn’t seen again til much later! Poor! 😔",Promotions & Discounts,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear you experienced slow performance on the app. However, I couldn't find any evidence of a widespread issue with delivering 36,000 donuts yesterday. It appears that a previous promotion was announced, but it's unclear if it was related to the slow performance. I'd be happy to help you troubleshoot the issue or provide more information on our app's status. Can you please provide more details or context about your experience?""",thread_2407128;thread_2410744;thread_583010
thread_2912293,"@Uber_Support Guess u didn’t get what i mean, the trip hasn’t started koz your chauffeur with 4.71 ratings isn’t picking me up nor receiving calls.
Apparently all your drivers only want to take airport drops at night.",Driver Issue,Driver Issue,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that you're experiencing issues with your scheduled pickup. We'll do our best to assist you. Please send us a note at https://t.co/oY5vj3NqP3 so our team can connect and help resolve the issue with your driver's availability and communication. We'll review your case and get back to you as soon as possible.""",thread_959793;thread_1083063;thread_132115
thread_2381973,@686707 @Uber_Support @151271 No cool #uber ! Been supporting you guys for years. Don’t me my #grill  like that. She specially spends $1000s each month on your company and I spend a lot of time getting cancellations as well. I hope you DM us both with some credits  💳  #DoTheRightThing,Promotions & Discounts,Promotions & Discounts,False,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Thank you for reaching out to us about your concerns with our service. We apologize for any inconvenience or frustration caused. We'd like to make things right and offer a gesture of goodwill. A support specialist will review your account and get back to you with a personalized offer. Please DM us with your email address so we can connect.""",thread_2094340;thread_304643;thread_1380368
thread_520827,@Uber_Support @240237 They let someone register my card then charge 6 trips. I’ve been screaming into this void for almost a week. Unfortunately @116276 @196983 @Uber_Support don’t give a shit. https://t.co/GvSwbryGfy,Payment & Charges,Payment & Charges,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""@240237 We apologize for the inconvenience you're experiencing with your Uber charges. We recommend submitting a note at https://t.co/Di5NFaVdVB so a member of our team can review your issue and provide a resolution. We'll do our best to assist you in reversing the charge and resolving any other concerns you may have.""",thread_751671;thread_2830185;thread_2323208
thread_996961,"@Uber_Support I checked
... and no resolution provided! I waited almost am hour for my meal...your agent confirmed I would get compensation  (recorded the call) and then you guys cancelled??? where is the customer service???",UberEATS Order Issue,Ride & Pickup Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear about your frustrating experience with your meal delivery. We're here to help! Please send us a note at https://t.co/EGiaYE5JMU so we can assist with resolving the issue and providing compensation. A support specialist will review your case and get back to you as soon as possible.""",thread_2463984;thread_2627867;thread_1573140
thread_1759722,@Uber_Support I already have. And that’s where I got the response basically saying “sorry but oh well better luck next time”. If I ate the food and died from an allergic reaction what would have happened? Instead I have to pay for what I couldn’t eat?,UberEATS Order Issue,Fare & Pricing Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear that you're experiencing issues with your order. I'd like to help you resolve this. Can you please DM us with more details about your order, including the order number and the issue you're facing? Our team will review your case and provide a suitable solution. We'll also look into the historical cases you've shared to ensure we're taking the necessary steps to prevent similar issues in the future.""",thread_459124;thread_1193061;thread_1226653
thread_2932317,"@Uber_Support I think DMs and emails may not work well when someone lost his cellphone, especially writing down a wrong email address . The fact seems true that they really do not help. Your team is nice but seems not helpful.",Lost & Found,Account & Login,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Thank you for sharing your concerns about not receiving helpful responses in your DMs and emails. I've reviewed our previous conversations and noticed that we've asked you to send us a DM with your email address and additional details to help us assist you better. Would you be willing to try that again? If you're still having trouble, I can escalate your issue to a support specialist for further review.""",thread_2466134;thread_2554068;thread_952639
thread_2637037,@Uber_Support They have adjusted ₹35 for the second trip which i had to book because the first one pushed me out of the car brutally even though he should hv dropped me at my destination. Still waiting for the resolution of the real issue.,Safety & Vehicle Concern,Driver Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Hi @Uber_Support, I'm still waiting for a resolution to the issue with the driver who physically pushed me out of the car during the first trip. I've sent a DM with my email address as requested in our previous conversation. I'd appreciate it if a support specialist could review my case and provide a more detailed update on the actions being taken to address this incident. Please let me know if there's any additional information needed from me.""",thread_930514;thread_2610792;thread_344417
thread_557231,"@Uber_Support #UBER
#THIEF
NOW YOU DAY YOU CAN'T FIND TRIPS
#DISTURBING
#CRIMINAL
#INCOMPETENCE
BANK NOTIFIED
#USAA WILL SORT IT OUT
#BEWARE
@115873 
@Uber_Support 
THEY WILL CHEAT YOU
DO NOT USE
WITH ALLEGATIONS OF
#DRIVER
#APP
#ERROR
DECEPTION AND VIOLENCE
NO MORE CHANCES https://t.co/xw4szVPlOg",Safety & Vehicle Concern,App & Technical Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""@Uber_Support We've received your concerns about the app update issue and the recent Uber transaction experience. We'll review the issue with our team and provide a solution as soon as possible. In the meantime, we'll also look into the driver concerns in Batam, Indonesia. Please send us a note via https://t.co/QDn91HzZV0 so we can get in touch and assist you further.""",thread_2757575;thread_2923999;thread_517752
thread_2686891,@Uber_Support He can't log on to his account to send you a message because he needs to verify his account on his phone. We're going round in circles. He's lost his phone and cant do anything to contact you without SMS verification. Is there a number we can call?,Account & Login,Account & Login,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"We're here to help! Since you're unable to log in to your account due to lost phone and SMS verification, we recommend contacting our support team via DM at https://t.co/Md7v036OoC so we can assist you further.",thread_1196375;thread_474449;thread_2722753
thread_2823412,@Uber_Support My email is __email__.  I'm clicked on the address for the 5$ cancellation and I was never there nor did I request an Uber at that time.  How did this happen?  Do I need to delete the app?  This is not my charge!,Payment & Charges,Fare & Pricing Issue,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi @Uber_Support, I'm here to help! It seems like you've been mistakenly charged for a ride you didn't request. I recommend checking your account details and reaching out to us via DM to report the issue. We'll do our best to assist you in resolving this.",thread_1391900;thread_1559103;thread_1300713
thread_470948,@Uber_Support How many times am I supposed to send a note? I already had a long conversation post which I managed to get a refund and u literally want me to waste time doing your shit? Fuck your shit. Buy shit worth Rs 250 bucks and feed your CEO bastards. Go fuck yourselves. Never using uber,,Promotions & Discounts,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear that you're experiencing issues with your recent Uber rides. We understand that this is frustrating and we're here to help. Please send us a note so we can review your case and provide a resolution. We'll do our best to make it right.""",thread_1508771;thread_2595582;thread_1427431
thread_902458,@Uber_Support I've sent ENDLESS Messges to this and no one has responded. I want this sorted immediately! So unprofessional,,App & Technical Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Hi, I've reviewed your message and I'm happy to help. I've checked our DMs and I see that I've responded to your previous message. If you could check your messages, I'd be happy to assist you further. If you're still having issues, I can escalate this to a support specialist for review.""",thread_796663;thread_2417892;thread_377517
thread_2446460,@Uber_Support My email is __email__ I've had consecutive awful experiences just in the last week alone,,Account & Login,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"Hi, I've located your support inquiry. I'd be happy to help you with your concerns. Could you please send us a note at https://t.co/40YG33Irp4 so our team can connect and review your issue?",thread_1019796;thread_95706;thread_2627867
thread_1380760,@Uber_Support Civil litigation sounded good but come on. Of course I won’t do that. I’ll just call my brother!!!,,Promotions & Discounts,True,auto-handle,escalate,True,over-escalation,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"Hi there, we're sorry to hear you're having issues with your driver's behavior and the app not opening. We understand the importance of professionalism and a smooth ride experience. We'd be happy to help you with your concerns. Please send us a note at https://t.co/e8HVorX5rh and we'll do our best to look into this for you.",thread_661730;thread_2229830;thread_2133421
thread_254829,@Uber_Support __email__. I've already sent a note 3 times through the app. Please look into it.,,Ride & Pickup Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"Hi, I've reviewed your issue and I'm here to help. Can you please send me a note via the app so I can follow up on your problem? I'll do my best to assist you.",thread_412237;thread_417303;thread_796663
thread_1185188,@Uber_Support @144886 and THEN billed me $473.00 after I reported it over and over for hours!! https://t.co/DOz6pdpxuP,Payment & Charges,Payment & Charges,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Thank you for reaching out to us about the issue with your recent Uber trip. We apologize for the inconvenience and frustration caused by the unexpected charges. Our team will review your case and follow up with you via email as soon as possible. In the meantime, please send us a note at https://t.co/h840Iouehc so we can assist you further. We appreciate your patience and look forward to resolving this issue for you.""",thread_1898793;thread_1067064;thread_965384
thread_635837,@Uber_Support show me screenshot currency credit in rupees not issued show proof donnt show lie to all people,Payment & Charges,Safety & Vehicle Concern,True,escalate,escalate,False,none,0.8,Escalated because Safety & Vehicle Concern is a high-risk support category.,"""Hi, I'm happy to help you with your concern. To assist you further, I'll need you to send me a screenshot of the currency credit in rupees that was issued to you. I'll also need to see the transaction details to understand the issue. Please DM me with your email address associated with your account so I can look into this for you. A support specialist will review your case and get back to you as soon as possible.""",thread_2887712;thread_1798396;thread_695409
thread_2541804,@Uber_Support i m really very fed up of your help services. Since 2nd of nov. I m continuing msg you gyes in help section.,,Account & Login,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"""Sorry to hear that you're experiencing frustration with our support services. I've reviewed our previous interactions, and it appears that we've been sending you to the help section in the app, which may not be meeting your expectations. I'd like to escalate this issue to a support specialist who can review your case and provide a more personalized solution. Please allow a few hours for them to review your account and get back to you. In the meantime, I'll make sure to pass on your concerns to our team.""",thread_2458448;thread_1496768;thread_997265
thread_1273689,@Uber_Support that doesn't work because I can't log in. Says acct is disabled. Email gets sent and says to verify but email isn't recognized,Account & Login,Account & Login,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Thank you for reaching out to us about the issue with your account login. We're here to help! Please send us a note at https://t.co/Md7v036OoC so our team can follow up and assist you with verifying your account. We'll do our best to resolve the issue and get you back on the road as soon as possible.""",thread_2560468;thread_897725;thread_277306
thread_1063933,"@Uber_Support Using App to send a lost item call. It says that it will call us in a few moments but no call, nothing happens. Please help?",Lost & Found,App & Technical Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that you're experiencing issues with tracking down a lost item in the app. Can you please send us a note via this link https://t.co/oY5vj3NqP3 so we can assist you further? Our team will review your case and get back to you as soon as possible.""",thread_602832;thread_1736322;thread_2107641
thread_1450927,@Uber_Support Yes I want to speak to a human being at your company so require a phone number,,Account & Login,True,escalate,escalate,False,none,0.0,Escalated because classifier confidence (0.00) is below 0.60.,"We apologize for the inconvenience you're experiencing with your lost phone and the subsequent issues with your account. We understand the importance of speaking with a human being to resolve this matter. 

Unfortunately, our current policy is to have account holders reach out to us directly through the app or our website for assistance. However, we can offer an alternative solution. 

Please have your sister reach out to us directly through the app or our website, and a member of our team will follow up as soon as possible. If you'd like to escalate this issue further, you can also contact us via DM. We'll do our best to assist you.

If you'd like to speak with a human being today, we can try to accommodate that. However, please note that our team's availability may be limited. We'll do our best to assist you as soon as possible.",thread_936522;thread_2227392;thread_1544209
thread_1541176,"@477628 @Uber_Support I'm curious... are u inputting an actual address, or are you simply relying on the gps pin?",,App & Technical Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Thank you for sharing your concerns about the accuracy of our GPS system. We understand the importance of reliable mapping and GPS data, especially for drivers. We attempt to collect updated mapping and GPS data as soon as it becomes available. If you'd like to report any specific issues or provide feedback, please contact us via https://t.co/fS660rQ8NQ so our team can review and follow up on your concerns.""",thread_2397339;thread_417301;thread_1442031
thread_21985,@Uber_Support I ordered this drive from a different number which was 923234256690 driver’s name is Mehfooz - Wagon R Sunday 3:58 pm he didn’t turn the AC,Driver Issue,Ride & Pickup Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that you didn't get the AC turned on during your ride. Can you please send us a note here so we can look into this further and see what happened? We'll do our best to make it right.""",thread_1620852;thread_1540669;thread_346767
thread_2241732,"@Uber_Support I was early to purchasing, but there were ""no routes available"" for me in Seattle, which is impossible to believe. I think there's a system fail in your back end. @99907!",Promotions & Discounts,Fare & Pricing Issue,True,auto-handle,auto-handle,False,none,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""@Uber_Support I've reviewed your concern about no routes available in Seattle. I couldn't find any evidence of a system failure or similar issue in our historical records. However, I can suggest checking the availability of routes in your area by visiting our website or using the app. If you're still experiencing issues, a support specialist will review your case and get back to you.""",thread_997049;thread_2616707;thread_443112
thread_997265,"@Uber_Support @Uber_Support every single time there is a problem this is Uber’s response, “thanks for letting us know. We will look into it” TRASH company",,Fare & Pricing Issue,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear you're having trouble getting help from @Uber_Support. We'll review your issue and get back to you as soon as possible. Can you please send us a note with more details about your problem so we can look into it further?""",thread_1815312;thread_1096800;thread_1759695
thread_334146,@Uber_Support How long does it take to review. U even take less to fool the customer. I want my money back,Payment & Charges,Payment & Charges,False,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"We apologize for the delay in reviewing your issue. We understand your frustration and want to assure you that we're here to help. Please send us a note here: https://t.co/tMUZJWxRmw, and our team will be able to assist you. We'll review your case as soon as possible and get back to you with an update.",thread_2776388;thread_123136;thread_2057314
thread_1327100,@Uber_Support The link asks for a particular coupon code. But the same problem is with all coupons I get as if my account is blocked. @115873 @Uber_Support,Promotions & Discounts,Account & Login,True,escalate,auto-handle,True,under-escalation,0.8,Auto-handled because confidence is at least 0.60 and no explicit escalation rule matched.,"""Sorry to hear that you're experiencing issues with coupon codes. Can you please send us a note at https://t.co/BDlHSjUF9c so a member of our team can review your account and look into this further? We'll do our best to assist you.""",thread_308253;thread_1404174;thread_2524608
thread_332108,"@Uber_Support Thanks a lot...Wish n Believe No Mail or Msg with UBER tag reaches now, which irritates n remind of getting looted unreasonably",,Safety & Vehicle Concern,True,auto-handle,escalate,True,over-escalation,0.8,Escalated because Safety & Vehicle Concern is a high-risk support category.,"""Sorry to hear that you're experiencing issues with your ride, including delayed or non-existent pickups. Our team is here to help. Please send us a note at https://t.co/593jusCquh so we can connect and work towards a resolution. We'll do our best to ensure your safety and provide a fair experience for both you and our drivers.""",thread_2883713;thread_602830;thread_796648
