thread_id,turn_order,role,text,created_at
thread_1626704,1,customer,"Hey @115877, what's the deal with the no cancel button on the app? Been on the phone for 15 minutes trying to fix this...",Sun Nov 05 18:44:39 +0000 2017
thread_1626704,2,brand,@498089 We're here to help! Send us a DM with your email address so we can assist.,Sun Nov 05 18:57:48 +0000 2017
thread_1626704,3,customer,@Uber_Support __email__,Sun Nov 05 18:59:32 +0000 2017
thread_1626704,4,brand,@498089 We have followed up via DM.,Sun Nov 05 20:12:01 +0000 2017
thread_1626711,1,customer,"@Uber_Support my incentive counter says I’ve done 29 rides, when I’ve done 30. Been 24 hours, fix please. This always happens. Frustrating.",Sun Nov 05 18:41:48 +0000 2017
thread_1626711,2,brand,@178010 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Sun Nov 05 18:48:27 +0000 2017
thread_1627649,1,customer,@Uber_Support  also can't seem to contact in anyway without going the app... which I can't sign into...#frustrating,Sun Nov 05 15:21:47 +0000 2017
thread_1627649,2,brand,@212894 Here to help! Send us a DM with your email address so we can connect right away.,Sun Nov 05 15:25:22 +0000 2017
thread_1627649,3,customer,@Uber_Support Thank you! Just DMd you.,Sun Nov 05 15:30:48 +0000 2017
thread_1627649,4,customer,"@Uber_Support I look forward to getting in contact as so as possible.  I'm a mom, and I need my phone.  Thanks!",Sun Nov 05 16:05:45 +0000 2017
thread_1627649,5,customer,@Uber_Support I haven't received any response...,Sun Nov 05 16:34:54 +0000 2017
thread_1627649,6,customer,@Uber_Support Still not connected to my driver.... can you send me a way to contact HIM?,Mon Nov 06 17:03:33 +0000 2017
thread_1627657,1,customer,"@Uber_Support My driver backtracked significantly today for another pool and got lost/made wrong turns, which was exacerbated by marathon https://t.co/2lmHdJ2ntf",Sun Nov 05 15:10:50 +0000 2017
thread_1627657,2,brand,@498317 Sorry for the trouble! Send us a note via https://t.co/y4EDPcVZOI so we can connect.,Sun Nov 05 15:22:51 +0000 2017
thread_1627657,3,customer,@Uber_Support The response I️ received was as if my original complaint wasn’t even read. Really disappointing.,Sun Nov 05 20:51:36 +0000 2017
thread_1627657,4,brand,@498317 Sorry for the delay! Our team is currently reviewing your email and will follow up shortly.,Sun Nov 05 21:07:35 +0000 2017
thread_1627657,5,customer,"@Uber_Support It's not the delay, but the apparent apathy for my driver turning around and going away from the destination. A $5 credit is no consolation",Sun Nov 05 22:07:32 +0000 2017
thread_1628614,1,customer,@Uber_Support Hi I have been charged for two Ubers I haven't used one £31.04 and £35.76 I cancelled the uber but have been charged for it.,Sun Nov 05 15:37:58 +0000 2017
thread_1628614,2,brand,@498554 We're sorry to hear about your experience! Can you please contact us via https://t.co/wW2bTlNcsR so our team can connect.,Sun Nov 05 15:39:43 +0000 2017
thread_162901,1,customer,"@Uber_Support had my first and only experience with @115877 today. I will never be using them again. No support to even fix my issue. Just feedback they'll ""respond within 24 hrs to"" https://t.co/foiyjyPnHO",Fri Nov 24 19:02:00 +0000 2017
thread_162901,2,brand,@153640 We're here to help! Send us a DM with your email address so we can connect.,Fri Nov 24 19:03:46 +0000 2017
thread_1630310,1,customer,@Uber_Support my driver's phone died so the ride didn't 'end' until 1hr after i was dropped off. my charge was higher than my estimate,Sun Nov 05 19:20:17 +0000 2017
thread_1630310,2,brand,@498995 We're here to help! Send us a note via https://t.co/WFtPA6RjWt so our team can assist.,Sun Nov 05 19:32:43 +0000 2017
thread_1631554,1,customer,@116288 Driver asked my wife for nearby alcohol shop so he can buy Beer in between the ride for his friends.,Tue Oct 17 07:41:49 +0000 2017
thread_1631554,2,customer,@116288 @116288 @Uber_Support No reply from customer care in last 15 hours for this unprofessional behavior...  #unsafe #delhi,Tue Oct 17 07:44:31 +0000 2017
thread_1631554,3,brand,@499324 Please send us a DM with your account email address + details and we'll connect.,Tue Oct 17 12:40:28 +0000 2017
thread_1631568,1,customer,@Uber_Support Booked Uber Pool. Driver called asking me to cancel. Says he will reach in 20 mins despite app showing 9mins. What’s the deal? https://t.co/YDaCB1ObuC,Tue Oct 17 08:33:53 +0000 2017
thread_1631568,2,customer,"@Uber_Support If I cancel, I will be charged a cancellation fee",Tue Oct 17 08:36:55 +0000 2017
thread_1631568,3,brand,@499330 Happy to help. Please send us a note at  https://t.co/wW2bTlNcsR for further assistance.,Tue Oct 17 12:35:06 +0000 2017
thread_1633284,1,customer,1x I ordered @115877 and the driver called me to come outside! I was appalled! My app says food delivered to my door not the parking lot,Sun Nov 05 20:18:37 +0000 2017
thread_1633284,2,brand,@499722 We're sorry to hear this! Please send us a note via https://t.co/1T6jbFraO8 so we can assist you with this.,Sun Nov 05 20:24:49 +0000 2017
thread_1633696,1,customer,@115873 Can you give me an explanation as to why your drivers are calling me to cancel the ride after 5 minutes when they’re not showing up?,Tue Oct 17 12:52:51 +0000 2017
thread_1633696,2,brand,@499830 We're sorry to hear this was your experience. Contact us via https://t.co/fS660rQ8NQ and we'll be in touch.,Tue Oct 17 12:57:46 +0000 2017
thread_1634131,1,customer,"Wow @115873, you guys really know how to tick someone off. Not only was I charged double for #uberpool but there's no CS (#) to reach you all!",Sun Nov 05 20:34:35 +0000 2017
thread_1634131,2,brand,@499920 We'll get this sorted out! Please send us a note at https://t.co/DceIRNI6kV so we can connect right away.,Sun Nov 05 20:38:28 +0000 2017
thread_1634131,3,customer,@Uber_Support I just sent a complaint about my most recent charged ride via __email__ (Username: Reese). I want my money back!,Sun Nov 05 21:22:48 +0000 2017
thread_1634131,4,brand,@499920 Sorry for the delay! Our team is currently reviewing your email and will follow up shortly.,Sun Nov 05 21:24:38 +0000 2017
thread_1634683,1,customer,@115873 by not accepting debit cards you are discriminating against people who are disabled or are seniors and receive benefits via debit card,Sun Nov 05 20:47:09 +0000 2017
thread_1634683,2,brand,@500054 We're so sorry for the trouble. Send us a note via https://t.co/nNTmqKFfZd so we can assist.,Sun Nov 05 20:49:24 +0000 2017
thread_1634683,3,customer,"@Uber_Support I emailed you guys already, and it was no help whatsoever.",Wed Nov 15 20:06:04 +0000 2017
thread_1634683,4,brand,@500054 We're here to help! Send us a DM with your email address so we can assist.,Wed Nov 15 20:11:09 +0000 2017
thread_1635227,1,customer,"@115873 sort your drivers out, watching my phone waiting for the taxi i ordered and charges me and then drives off :/ pleb",Sun Nov 05 21:01:35 +0000 2017
thread_1635227,2,brand,"@500205 We're sorry to hear this was your experience. Send us a note here, https://t.co/z8NNR56eyf, and our team will be in touch.",Sun Nov 05 21:13:42 +0000 2017
thread_1635851,1,customer,"@Uber_Support Fix your app! If I back out of this page I can't rate the driver, plus no acceptance button to move forward. Fix it. https://t.co/mmHAqQly7t",Sun Nov 05 21:24:41 +0000 2017
thread_1635851,2,brand,@500375 Here to help! Send us a note here https://t.co/u3MyknJaaN and our team will be in touch.,Sun Nov 05 21:28:41 +0000 2017
thread_1636678,1,customer,What makes me really mad is when you order extra sauce and instead you don’t get any at all🤦🏽‍♀️ @115877,Sun Nov 05 21:26:55 +0000 2017
thread_1636678,2,brand,@500591 Here to help! Send us a note here https://t.co/rpgpQWLRtD so we can further assist.,Sun Nov 05 21:32:50 +0000 2017
thread_1638865,1,customer,@115873 put an address in on the app and driver takes me complete wrong way. Hope you don’t get you license renewed I’m so done with u.,Sun Nov 05 18:58:41 +0000 2017
thread_1638865,2,brand,@501132 Sorry for the trouble! Please contact us via https://t.co/fS660rQ8NQ so we can follow up.,Sun Nov 05 19:07:57 +0000 2017
thread_1638869,1,customer,@Uber_Support @115873 Why does the promotion code you sent me appear to be invalid? #UberPh #Uber #UberCebu https://t.co/nXNtzuEnNl,Sun Nov 05 18:50:22 +0000 2017
thread_1638869,2,brand,@501134 Let's take a closer look! Send us a note via https://t.co/lqVgKo4ZO3 so our team can follow up.,Sun Nov 05 19:05:26 +0000 2017
thread_1639144,1,customer,@Uber_Support @115873 booked Uber around 15min back. Tried calling the driver but phone off. If cancel it shows cancellationfee. PLEASE HELP,Tue Oct 17 08:53:00 +0000 2017
thread_1639144,2,brand,"@501209 We're sorry to hear about your experience, Vedant. We see your DM and will be in touch shortly.",Tue Oct 17 13:18:17 +0000 2017
thread_164281,1,customer,@115873 how do I get in contact with the exchange program to get a vehicle??,Fri Nov 24 19:49:42 +0000 2017
thread_164281,2,brand,@154054 Here to help! Send us a note via https://t.co/TIgtpUNWG1 and we'll be in touch.,Fri Nov 24 19:52:28 +0000 2017
thread_1645652,1,customer,Everyday AFFORDABLE rides my a** @115873 . It's called price gouging. https://t.co/o6bjctqD1B,Mon Nov 06 01:35:39 +0000 2017
thread_1645652,2,brand,@502858 Here to help! For more info please visit; https://t.co/kkAwlbpH4B,Mon Nov 06 01:59:33 +0000 2017
thread_1645652,3,customer,@Uber_Support @502858 Lol hey D-Ball they are here to help!,Mon Nov 06 10:07:25 +0000 2017
thread_1647832,1,customer,This ride gets worse and worse. Get me out of this damn @115873 #nearly60m #lostdriver #baddriver,Sun Nov 05 22:26:01 +0000 2017
thread_1647832,2,brand,@503440 So sorry about the trouble! Please send us a DM with your email address and more specific details so we can connect.,Sun Nov 05 22:28:17 +0000 2017
thread_1647832,3,customer,@Uber_Support Worst ride of my life.,Sun Nov 05 22:54:04 +0000 2017
thread_1647835,1,customer,"hey @115873 i really need to speak with someone because when your driver called me from MY phone yesterday and now lost it, thats a problem",Sun Nov 05 21:35:27 +0000 2017
thread_1647835,2,customer,@115873 @Uber_Support it'd be a real good time to answer this. its a shame you guys hire anyone and don't care how they treat your customers,Sun Nov 05 21:47:41 +0000 2017
thread_1647835,3,brand,@481763 We're here to help! We just sent you a DM.,Sun Nov 05 22:20:41 +0000 2017
thread_1647835,4,customer,@Uber_Support @481763 Give my friend his phone back,Sun Nov 05 22:37:09 +0000 2017
thread_1647835,5,customer,@503441 @Uber_Support i deserve justice,Sun Nov 05 22:48:24 +0000 2017
thread_1647840,1,customer,Just got charged $5.00 for an $8 cancelled ride 1 minute after I requested. Officially never riding with @115873 again #AppDeleted #RIDICULOUS,Sun Nov 05 22:16:24 +0000 2017
thread_1647840,2,brand,"@503442 Here to help! Send us a note here, https://t.co/h840Iouehc, and our team will follow up.",Sun Nov 05 22:20:36 +0000 2017
thread_1647862,1,customer,Sup @115873? You know I love y’all.,Sun Nov 05 22:06:33 +0000 2017
thread_1647862,2,customer,@115873 Our last driver went into some real great details about her bf’s genetalia. We’re talkin all the details.,Sun Nov 05 22:09:17 +0000 2017
thread_1647862,3,brand,"@503447 Sorry for the trouble! Send us a note here, https://t.co/fS660rQ8NQ and our team will be in touch.",Sun Nov 05 22:14:55 +0000 2017
thread_1648680,1,customer,@115873 Need urgent urgent help. I left my luggage in Uber and my driver is not picking up the phone.,Tue Oct 17 14:04:24 +0000 2017
thread_1648680,2,brand,@503648 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Tue Oct 17 14:08:48 +0000 2017
thread_16493,1,customer,@Uber_Support you wanted to charge me 9.98 usd extra because traffic was busy ($15 Uber fees for a $17 meal) I made it myself in 9 min...,Wed Nov 01 03:48:12 +0000 2017
thread_16493,2,brand,@119635 We're here to assist. Please send us a DM of your email address so we can look into this with you.,Wed Nov 01 03:53:50 +0000 2017
thread_1649649,1,customer,@115873 driver just asked me where #CapitolHill is 😐,Sun Nov 05 22:59:26 +0000 2017
thread_1649649,2,brand,"@238495 Here to help! Send us a note here, https://t.co/fS660rQ8NQ, and our team will follow up.",Sun Nov 05 23:09:43 +0000 2017
thread_16499,1,customer,"@Uber_Support 

Hi UBER, 

I can't use to login and booking for my trip, is really important to me RIDE UBER",Wed Nov 01 03:24:19 +0000 2017
thread_16499,2,brand,@119638 We can definitely take a closer look! Contact us here: https://t.co/Md7v036OoC so we can help.,Wed Nov 01 03:47:54 +0000 2017
thread_1650290,1,customer,Can I just ask @115873 WTF is wrong with your GPS? Yours used to be awesome and it’s sucked for the past 3+ years,Sun Nov 05 23:11:45 +0000 2017
thread_1650290,2,brand,@323120 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so our team can connect.,Sun Nov 05 23:22:16 +0000 2017
thread_1651253,1,customer,When @115873 fails you horribly and three (THREE) drivers cancel on you after making you wait 10min for pick-up and surge 1.9... 😡,Mon Nov 06 06:47:24 +0000 2017
thread_1651253,2,brand,"@504295 Here to help, Rachel! Send us a note here, https://t.co/K05Rdn1EkC, and our team will follow up.",Mon Nov 06 06:50:02 +0000 2017
thread_1653484,1,customer,@115873 hi I want to complaint. Can you give email for this issue..,Mon Nov 06 07:57:54 +0000 2017
thread_1653484,2,brand,"@504739 Hello. We're here to help. Let us know if you have any specific questions, or visit our help site at https://t.co/9zsMJKZ2dB for more info.",Mon Nov 06 08:01:39 +0000 2017
thread_1653484,3,customer,@Uber_Support I need to complaint about a trip with me with one of your driver. Thank you,Mon Nov 06 08:02:25 +0000 2017
thread_1653484,4,brand,"@504739 Here to help! Send us a note here, https://t.co/fS660rQ8NQ and our team will follow up.",Mon Nov 06 08:11:31 +0000 2017
thread_1655720,1,customer,Why do I get the worst @115873 drivers ever 😩,Mon Nov 06 02:54:15 +0000 2017
thread_1655720,2,brand,"@505278 Sorry for the trouble! Send us a note here, https://t.co/fS660rQ8NQ, and our team will be in touch.",Mon Nov 06 03:14:55 +0000 2017
thread_1655720,3,customer,@Uber_Support Just did,Mon Nov 06 03:18:45 +0000 2017
thread_1655720,4,brand,@505278 We can definitely take a look! Send us a DM with your email address so we can follow up.,Mon Nov 06 03:44:53 +0000 2017
thread_1655759,1,customer,"@Uber_Support 
I would like to make a complaint about one of your drivers in egypt..what should I do",Tue Oct 17 11:41:18 +0000 2017
thread_1655759,2,brand,@505283 Happy to help here! Please share details along with your email address in DM and we'll follow up. https://t.co/sd7yH5jmbJ,Tue Oct 17 14:41:36 +0000 2017
thread_1656206,1,customer,"@Uber_Support paid trip fare + tip but showing outstanding, prohibits to book new ride.ph 7686850580 switched off since last evening.",Mon Nov 06 03:36:31 +0000 2017
thread_1656206,2,brand,@505392 Here to help! Please send us a note via https://t.co/76zx6Rm1i6  so our team can connect.,Mon Nov 06 03:43:31 +0000 2017
thread_1657885,1,customer,@Uber_Support I should be able to charge a driver 5 dollars for making me wait 15 minutes and not even moving!,Mon Nov 06 04:11:54 +0000 2017
thread_1657885,2,brand,"@505843 Here to help, Albert! Send us a note here, https://t.co/h840Iouehc, and our team will follow up.",Mon Nov 06 04:26:34 +0000 2017
thread_1657892,1,customer,Me &amp; Micah both have MY credit card info in our Uber accounts and his is offering him 50% off all rides. RIDDLE ME THAT @115873,Mon Nov 06 04:07:43 +0000 2017
thread_1657892,2,brand,@505846 Find out more info on Promotions here: https://t.co/FQNTfKa7k0,Mon Nov 06 04:24:43 +0000 2017
thread_1657894,1,customer,@Uber_Support I️ use Uber almost every day. This is the biggest inconvenience. Please respond as soon as possible.,Mon Nov 06 04:07:19 +0000 2017
thread_1657894,2,brand,@505847 So sorry about the trouble! Please send us a DM with your email address and more specific details so we can connect.,Mon Nov 06 04:23:59 +0000 2017
thread_1658357,1,customer,"@Uber_Support __email__,I booked a ride today,cab booked arrived in 30 min,when tried to cancel n rebook, 42 rs to be chrge",Mon Nov 06 04:19:43 +0000 2017
thread_1658357,2,brand,@505969 Here to help! Please send us a note via https://t.co/e8HVorX5rh so our team can connect.,Mon Nov 06 04:34:20 +0000 2017
thread_1658780,1,customer,Why does @115873 charge more every morning!!!! And the @Uber_Support is almost of no help :( Monday morning hassles!,Mon Nov 06 04:25:48 +0000 2017
thread_1658780,2,brand,@465066 Here to help! Send us a DM with your email address so we can assist.,Mon Nov 06 04:50:39 +0000 2017
thread_1660114,1,customer,@Uber_Support does negative balances in uber get transferred to my bank account?,Mon Nov 06 05:26:06 +0000 2017
thread_1660114,2,brand,"@217446 Happy to help! Send us a note here, https://t.co/OhfgxSAY58, and our team will follow up.",Mon Nov 06 05:36:47 +0000 2017
thread_1663341,1,customer,"S/o @115877 ! How’d you know I would want my food 2 hours later?? 😏

Scumbags 🖕🏽",Sat Oct 28 08:53:23 +0000 2017
thread_1663341,2,customer,@507035 @115877 Yikes 🙄,Sat Oct 28 12:23:46 +0000 2017
thread_1663341,3,customer,@169392 @115877 Ridiculous 😒,Sat Oct 28 22:41:12 +0000 2017
thread_1663341,4,brand,@507035 Here to help. Send us a note at https://t.co/jP6giifgNM so our team can connect.,Sat Oct 28 22:57:50 +0000 2017
thread_1663447,1,customer,"@Uber_Support hi - given a promo code for ubereats UK, but the website is saying it has expired - even though the flyer states otherwise",Sat Oct 28 22:29:42 +0000 2017
thread_1663447,2,brand,@507056 We can take a look! Send us a note via https://t.co/h3vAjBLlBH so our team can get in touch.,Sat Oct 28 22:55:55 +0000 2017
thread_1665864,1,customer,"@Uber_Support please check your messages, it's regarding a research for the herald news magazine, Pakistan.",Mon Nov 06 10:11:42 +0000 2017
thread_1665864,2,brand,"@507540 Here to help, Namrah. A member of our team has followed up via DM.",Mon Nov 06 11:13:13 +0000 2017
thread_1665864,3,customer,"@Uber_Support Thank you for your prompt reply! I have sent your press representative an email, please inform them about the urgency! Really appreciate it",Mon Nov 06 11:32:34 +0000 2017
thread_1665864,4,brand,"@507540 We've replied via DM, please follow up there.",Mon Nov 06 12:11:23 +0000 2017
thread_1666342,1,customer,"@115873 my account was charged an extra $40, will you please help me have this charge removed",Sun Nov 26 04:54:05 +0000 2017
thread_1666342,2,brand,@507639 Happy to take a look! Send us a note via https://t.co/zJ6aIZinzb so our team can connect.,Sun Nov 26 04:55:10 +0000 2017
thread_1666342,3,customer,"@Uber_Support I received a note that there were beer cans left in my uber. This is entirely untrue. I am upset as to the dishonestly of this accusation, please remove these charges, I will pay the normal Uber fair and not continue with your driving service please.",Sun Nov 26 05:28:05 +0000 2017
thread_1666342,4,brand,@507639 Sorry for the trouble! Please send us a DM with your email address and phone number so we can connect.,Sun Nov 26 05:31:16 +0000 2017
thread_1666398,1,customer,"Uber canceled on me as I walked up to the car , wow @115873 Mahabubul in the silver Chevy Malibu is a DISGRACE",Sun Nov 26 04:27:11 +0000 2017
thread_1666398,2,brand,@507653 Here to help. Send us a note at https://t.co/593jusCquh so our team can connect.,Sun Nov 26 04:30:13 +0000 2017
thread_1667803,1,customer,Hi @Uber_Support - once again have not received my business report / PDF. Can you assist please?,Mon Nov 06 11:12:34 +0000 2017
thread_1667803,2,brand,@507943 We're here to help! Send us a note at https://t.co/vKaQ1lU3XC so we can assist.,Mon Nov 06 11:58:04 +0000 2017
thread_1668411,1,customer,@115877 hi. Is it usual for your drivers to wait in their car whilst the customer has to come and collect food from them?,Mon Nov 06 11:40:20 +0000 2017
thread_1668411,2,brand,@508090 That doesn't sound right. Please proceed to this link https://t.co/0xQjL4M6gb so our team can look into this.,Mon Nov 06 12:09:54 +0000 2017
thread_1670757,1,customer,@Uber_Support  this car was speeding yesterday in a #MiamiBeach way 40mph permitted passing in zigzag all the cars in the only 2lines way https://t.co/hetr3QuUtv,Mon Nov 06 12:53:44 +0000 2017
thread_1670757,2,brand,@508591 We can definitely take a look! Send us a DM with your email address and details so we can follow up.,Mon Nov 06 12:59:45 +0000 2017
thread_1672644,1,customer,@Uber_Support i am waiting for the response,Mon Nov 06 07:00:34 +0000 2017
thread_1672644,2,brand,@133042 A member of our team will follow up as soon as possible.,Mon Nov 06 08:40:53 +0000 2017
thread_1676351,1,customer,@Uber_Support Is there a contact number I can call Uber on? I’m blocked from Uber but I don’t know why,Mon Nov 06 14:26:54 +0000 2017
thread_1676351,2,brand,"@509956 At this moment, we don't offer phone support. Please visit this link; https://t.co/Md7v036OoC so our team can assist.",Mon Nov 06 14:38:42 +0000 2017
thread_1676351,3,customer,@Uber_Support Unfortunately I’ve filled that form in 3 times and confirmed the emails etc... still nothing!,Mon Nov 06 18:44:02 +0000 2017
thread_1676351,4,brand,@509956 We apologize for the trouble! Send us a DM with your email address and we'll connect.,Mon Nov 06 18:46:49 +0000 2017
thread_1677120,1,customer,@Uber_Support : some of your drivers REEK! Considering taking spray w me whenever I use UBER! Ur drivers need to SHOWER before picking up passengers or at least wear clean clothing!,Tue Oct 17 16:08:13 +0000 2017
thread_1677120,2,brand,@510149 We always appreciate your feedback! Please reach out via https://t.co/Qjn35Ja2k1 so our team can connect directly.,Tue Oct 17 16:12:18 +0000 2017
thread_1677122,1,customer,Good morning! I am looking for an @115873 community liaison to speak with about supporting at-risk students. Is there someone who I can I speak with? Please share contact. Thank you.,Tue Oct 17 16:07:01 +0000 2017
thread_1677122,2,brand,@510150 Happy to help here! Please send us a note via https://t.co/UciVpwKXDw so we can assist further.,Tue Oct 17 16:11:40 +0000 2017
thread_1677122,3,customer,@Uber_Support Thank you! I will be in touch today.,Tue Oct 17 16:19:52 +0000 2017
thread_1678636,1,customer,I’m having an issue with your system @115873,Mon Nov 06 15:10:51 +0000 2017
thread_1678636,2,brand,@436757 We're here to help! Send us a DM with your email address and more details so we can follow up.,Mon Nov 06 15:14:44 +0000 2017
thread_1680185,1,customer,"@115873 can someone please contact me regarding some confusion regarding some charges, credits etc DM me for my email. The app is unhelpful",Mon Nov 06 15:38:48 +0000 2017
thread_1680185,2,brand,@510920 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Mon Nov 06 15:44:52 +0000 2017
thread_1680185,3,customer,@Uber_Support @115873 thank you,Mon Nov 06 15:48:34 +0000 2017
thread_1682795,1,customer,Guys @115877 sucks balls. They have no issue cancelling an order that’s ready when THEY have no driver. They gave zero fucks.,Mon Nov 06 16:31:41 +0000 2017
thread_1682795,2,customer,@511541 @115877 What the fuck.. how must you get the food..,Mon Nov 06 16:32:13 +0000 2017
thread_1682795,3,customer,@115877 This means the restaurant would have sat with an order nobody wanted. I called them directly and went to collect the food myself,Mon Nov 06 16:32:35 +0000 2017
thread_1682795,4,customer,@511543 @115877 They just canceled so I would get no food and the restaurant would get no money!,Mon Nov 06 16:33:21 +0000 2017
thread_1682795,5,brand,@511541 Here to help! Send us a DM with your email address with more info so we can assist.,Mon Nov 06 16:36:04 +0000 2017
thread_1682795,6,customer,@115877 So the @115877 app has been deleted. I refuse to support such dodgy business ethics.,Mon Nov 06 16:36:06 +0000 2017
thread_1682795,7,customer,@Uber_Support To late - the live chat session I had with your support team was your chance to find a solution.,Mon Nov 06 16:38:29 +0000 2017
thread_1682795,8,brand,"@511541 That's not the type of experience we like to hear. Please DM us if you would like a follow up. Thanks, Jeff!",Mon Nov 06 16:39:47 +0000 2017
thread_1684618,1,customer,@115873 yall have to step it up. These drivers are becoming more and more terrible. Driver just slowed down for over a mile adjusting his gps,Mon Nov 06 17:05:12 +0000 2017
thread_1684618,2,brand,@511939 Here to help! Send us a note via https://t.co/fS660rQ8NQ so our team can get in touch.,Mon Nov 06 17:10:47 +0000 2017
thread_1687794,1,customer,@115877 what a response to receiving an order that did not follow my food intolerance note. #CustomerService #FoodIntolerance https://t.co/gjCviJxJgC,Mon Nov 06 19:39:06 +0000 2017
thread_1687794,2,brand,@512529 We're here to help! Send us a DM with your email address so we can connect.,Mon Nov 06 19:53:03 +0000 2017
thread_1687800,1,customer,"@115873 my driver, @68011 told me that he would pick me and my friends up, but never told us when he arrived so he left. 0/5 stars ⭐️",Mon Nov 06 19:45:25 +0000 2017
thread_1687800,2,brand,@512532 We're here to help! Please send us a note here; https://t.co/e8HVorX5rh so our team can connect.,Mon Nov 06 19:50:50 +0000 2017
thread_168939,1,customer,@119720 I don't see an option to schedule UberX+car seat in the app. Please help!,Fri Nov 24 21:04:22 +0000 2017
thread_168939,2,brand,@155317 Here to help. Kindly send a note at: https://t.co/QDn91HzZV0 so our team will get in touch.,Fri Nov 24 21:08:59 +0000 2017
thread_168939,3,customer,@Uber_Support The reply received didnot answer my question. This is a time sensitive issue. I just need to know if UberX+car seat can b scheduled. No way to know on the app.,Fri Nov 24 23:21:57 +0000 2017
thread_168939,4,brand,@155317 We're sorry to hear this was your experience. Send us a DM with your email address so we can follow up.,Fri Nov 24 23:24:50 +0000 2017
thread_168939,5,customer,@155317 @Uber_Support try an app called UZURV,Sat Nov 25 00:44:32 +0000 2017
thread_16934,1,customer,@uber_support Waiting for my uber driver drives right pass me into the mcdonalds drive-in next to pick-up point. I follow &amp; waive at him 1/2,Wed Nov 01 03:39:38 +0000 2017
thread_16934,2,customer,@Uber_Support I then see him ignoring my calls! I cancel ride &amp; I get charged £5! Unbelievable! I nearly missed my train to airport because of this! 2/2,Wed Nov 01 03:53:20 +0000 2017
thread_16934,3,brand,@119722 Sorry to hear about that! Please contact us via https://t.co/h840Iouehc so our team can further assist.,Wed Nov 01 04:00:12 +0000 2017
thread_1693830,1,customer,@Uber_Support I can't verify my Uber account. I think it's set up with my Vietnamese phone number that I no longer have access to.,Mon Nov 06 19:05:27 +0000 2017
thread_1693830,2,brand,@167385 We can take a look! Send us a note via https://t.co/Md7v036OoC so our team can get in touch.,Mon Nov 06 19:11:33 +0000 2017
thread_1693938,1,customer,@Uber_Support hello i am forget my pasword pl help me,Mon Nov 06 17:52:45 +0000 2017
thread_1693938,2,brand,@514035 Oh no! We can help. Be sure to head on over to https://t.co/6wkWDpzGXc for information.,Mon Nov 06 17:54:26 +0000 2017
thread_1701114,1,customer,@115873 I am so sick of your drivers stopping where ever they want to pick up a passenger. That practice is not safe #dangerous #baddriving,Mon Nov 06 21:23:44 +0000 2017
thread_1701114,2,brand,@515807 Here to help! Send us a note at https://t.co/fS660rQ8NQ so our team can connect.,Mon Nov 06 21:27:56 +0000 2017
thread_1701114,3,customer,"@Uber_Support I can’t go thru a million steps to sign up for #Uber and then complain. drivers stop traffic, block intersections, with no warning #danger",Mon Nov 06 21:37:13 +0000 2017
thread_1701114,4,brand,@515807 Drivers need to comply with all rules and regulations when driving. Let us know if you see an issue. Click https://t.co/BkapG4aV5P for info.,Mon Nov 06 21:50:45 +0000 2017
thread_1701114,5,customer,@Uber_Support They stopped today thru  an intersection but leaving drivers in the intersection while the light turned red they need to pull into a space,Mon Nov 06 21:53:47 +0000 2017
thread_1701114,6,brand,@515807 We have quality and safety standards that we expect all Uber partners to meet. You can send more info at https://t.co/sKZsBXPxp7.,Mon Nov 06 22:05:13 +0000 2017
thread_1701114,7,customer,@Uber_Support Your driver just ran a red light and then blocked the intersection for the guy behind him. Thought you should know. #uber https://t.co/dEkogmfGG6,Wed Nov 08 16:52:29 +0000 2017
thread_1701114,8,brand,@515807 We're here to help! Please send us a DM with your email address so we can connect.,Wed Nov 08 16:59:59 +0000 2017
thread_1703153,1,customer,Oi @115873 have u linked with Rendevue? If so why cant I open an account? Theres an article online?,Mon Nov 06 21:04:14 +0000 2017
thread_1703153,2,brand,"@166241 Hey there, Rio. If you'd like to open your own Uber account, please head on over to https://t.co/niBB7sSlPR for more information.",Mon Nov 06 21:22:12 +0000 2017
thread_1703153,3,customer,@Uber_Support No @115873 u robbed me of £150 in the uk WTF would I?,Mon Nov 06 21:41:10 +0000 2017
thread_1703153,4,brand,"@166241 Let's take a look at what's going on here, Rio. Please head on over to https://t.co/dInR3racif so we can further connect.",Mon Nov 06 21:56:47 +0000 2017
thread_1703153,5,customer,@Uber_Support No @115873 not interested,Mon Nov 06 22:13:52 +0000 2017
thread_1703153,6,customer,@Uber_Support Very simple u robbed me of £150 my bank details r on my website. Dont message me or send ur clients here they'll prob rob me as well,Mon Nov 06 22:15:58 +0000 2017
thread_1703153,7,customer,@Uber_Support If u rob @115873 ur escort clients will too. U havent given me my £ back,Mon Nov 06 22:16:32 +0000 2017
thread_1703153,8,customer,@Uber_Support Want nothing at all to do with @115873 &amp; its escort clients NOTHING,Mon Nov 06 22:17:19 +0000 2017
thread_1703153,9,customer,"@Uber_Support Ive told u whats going on, u have my website with my bank details wheres the £???",Mon Nov 06 22:18:23 +0000 2017
